language,model,term,layer,proj,cosdiff
es,microsoft/mdeberta-v3-base,mecánica,3,-1.31640625,-0.02294921875
es,microsoft/mdeberta-v3-base,mecánica,4,-1.6181640625,-0.0439453125
es,microsoft/mdeberta-v3-base,mecánica,5,-0.90966796875,-0.021484375
es,microsoft/mdeberta-v3-base,mecánica,6,-0.9794921875,-0.0458984375
es,microsoft/mdeberta-v3-base,mecánica,7,-0.767578125,-0.03662109375
es,microsoft/mdeberta-v3-base,mecánica,8,-0.78515625,-0.0283203125
es,microsoft/mdeberta-v3-base,mecánica,9,-0.7412109375,-0.021484375
es,microsoft/mdeberta-v3-base,mecánica,10,-0.86962890625,-0.021484375
es,microsoft/mdeberta-v3-base,mecánica,11,1.2939453125,0.01513671875
es,microsoft/mdeberta-v3-base,mecánica,12,8.4609375,0.01513671875
es,microsoft/mdeberta-v3-base,cocinera,0,-0.97802734375,-0.09820556640625
es,microsoft/mdeberta-v3-base,cocinera,1,-0.90234375,-0.0576171875
es,microsoft/mdeberta-v3-base,cocinera,2,-1.2626953125,-0.01806640625
es,microsoft/mdeberta-v3-base,cocinera,3,-1.3916015625,-0.021484375
es,microsoft/mdeberta-v3-base,cocinera,4,-1.3291015625,-0.02734375
es,microsoft/mdeberta-v3-base,cocinera,5,-1.2431640625,-0.03173828125
es,microsoft/mdeberta-v3-base,cocinera,6,-1.6083984375,-0.07763671875
es,microsoft/mdeberta-v3-base,cocinera,7,-1.263671875,-0.05908203125
es,microsoft/mdeberta-v3-base,cocinera,8,-1.4716796875,-0.0556640625
es,microsoft/mdeberta-v3-base,cocinera,9,-1.1162109375,-0.0341796875
es,microsoft/mdeberta-v3-base,cocinera,10,-1.20703125,-0.0341796875
es,microsoft/mdeberta-v3-base,cocinera,11,-2.31640625,-0.02783203125
es,microsoft/mdeberta-v3-base,cocinera,12,0.1478271484375,-0.0166015625
es,microsoft/mdeberta-v3-base,minera,0,-0.66259765625,-0.051349639892578125
es,microsoft/mdeberta-v3-base,minera,1,-0.96826171875,-0.045166015625
es,microsoft/mdeberta-v3-base,minera,2,-1.4970703125,-0.028564453125
es,microsoft/mdeberta-v3-base,minera,3,-1.9482421875,-0.03955078125
es,microsoft/mdeberta-v3-base,minera,4,-1.9482421875,-0.05126953125
es,microsoft/mdeberta-v3-base,minera,5,-0.88037109375,-0.017578125
es,microsoft/mdeberta-v3-base,minera,6,-1.1376953125,-0.051025390625
es,microsoft/mdeberta-v3-base,minera,7,-0.84521484375,-0.03857421875
es,microsoft/mdeberta-v3-base,minera,8,-0.53515625,-0.01513671875
es,microsoft/mdeberta-v3-base,minera,9,-0.372802734375,-0.00927734375
es,microsoft/mdeberta-v3-base,minera,10,-0.703125,-0.015625
es,microsoft/mdeberta-v3-base,minera,11,-0.346435546875,-0.0029296875
es,microsoft/mdeberta-v3-base,minera,12,2.017578125,-0.01123046875
es,microsoft/mdeberta-v3-base,arquitecto,0,0.78076171875,0.127685546875
es,microsoft/mdeberta-v3-base,arquitecto,1,0.81884765625,0.082275390625
es,microsoft/mdeberta-v3-base,arquitecto,2,0.293212890625,0.052734375
es,microsoft/mdeberta-v3-base,arquitecto,3,0.34912109375,0.04833984375
es,microsoft/mdeberta-v3-base,arquitecto,4,0.66845703125,0.06298828125
es,microsoft/mdeberta-v3-base,arquitecto,5,0.916015625,0.06201171875
es,microsoft/mdeberta-v3-base,arquitecto,6,0.5751953125,0.0458984375
es,microsoft/mdeberta-v3-base,arquitecto,7,0.484130859375,0.03173828125
es,microsoft/mdeberta-v3-base,arquitecto,8,0.43310546875,0.0302734375
es,microsoft/mdeberta-v3-base,arquitecto,9,0.61962890625,0.02392578125
es,microsoft/mdeberta-v3-base,arquitecto,10,0.34521484375,0.02880859375
es,microsoft/mdeberta-v3-base,arquitecto,11,0.7568359375,0.0107421875
es,microsoft/mdeberta-v3-base,arquitecto,12,7.46875,0.00732421875
es,microsoft/mdeberta-v3-base,ingeniera,0,-0.880859375,-0.087890625
es,microsoft/mdeberta-v3-base,ingeniera,1,-0.791015625,-0.04931640625
es,microsoft/mdeberta-v3-base,ingeniera,2,-1.3447265625,-0.02783203125
es,microsoft/mdeberta-v3-base,ingeniera,3,-1.7431640625,-0.04248046875
es,microsoft/mdeberta-v3-base,ingeniera,4,-1.787109375,-0.05322265625
es,microsoft/mdeberta-v3-base,ingeniera,5,-1.1181640625,-0.03125
es,microsoft/mdeberta-v3-base,ingeniera,6,-1.583984375,-0.078857421875
es,microsoft/mdeberta-v3-base,ingeniera,7,-1.4716796875,-0.0703125
es,microsoft/mdeberta-v3-base,ingeniera,8,-1.6552734375,-0.06298828125
es,microsoft/mdeberta-v3-base,ingeniera,9,-1.1572265625,-0.0361328125
es,microsoft/mdeberta-v3-base,ingeniera,10,-1.294921875,-0.037109375
es,microsoft/mdeberta-v3-base,ingeniera,11,-2.38671875,-0.02783203125
es,microsoft/mdeberta-v3-base,ingeniera,12,3.6640625,-0.00537109375
